_RAJ2000,_DEJ2000,KIC,Teff,log(g),Mass,Prot,e_Prot,Rper,LPH,w,dP/P
299.08118,47.82785,10621718,5096,4.45,0.8591,26.048,0.576,5719.24,0.792,0.4986,0.0221130221
295.75485,47.83662,10610278,6445,4.59,1.2559,3.618,0.059,1368.37,0.672,0.4882,0.0163073521
295.72739,47.85048,10610218,5624,4.89,0.9983,12.164,0.038,10753.84,1.528,0.7166,0.0031239724
292.49579,47.8722,10601586,6160,4.35,1.1575,9.493,0.173,695.29,0.326,0.2725,0.0182239545
292.21448,47.88745,10600885,5694,4.23,1.0177,13.886,0.019,10512.11,1.077,0.6307,0.0013682846
291.93265,47.82171,10600160,5350,4.46,0.925,20.889,0.102,6395.4,0.938,0.5683,0.0048829528
290.81421,47.88695,10597460,4068,4.57,0.5698,40.087,0.628,3779.11,0.778,0.4355,0.0156659266
289.22946,47.88958,10593671,5337,4.59,0.9216,22.45,0.435,4843.95,0.912,0.5468,0.019376392
288.42517,47.8717,10591875,6347,4.47,1.2207,3.787,0.006,7760.64,1.318,0.7115,0.0015843676
287.70297,47.83578,10590455,5462,4.33,0.9546,9.546,0.033,8280.61,1.27,0.7031,0.0034569453
282.66064,47.86844,10581256,5413,4.39,0.9416,13.603,0.027,14560.64,1.339,0.6953,0.0019848563
281.66693,47.87691,10579570,3992,4.53,0.5397,17.546,0.065,5263.86,1.055,0.5982,0.003704548
281.08047,47.89838,10578573,5953,4.49,1.0927,11.402,0.403,2787.89,0.708,0.5006,0.0353446764
299.34088,47.72042,10557423,5321,4.47,0.9175,14.378,0.054,26114.52,1.346,0.6927,0.0037557379
299.28317,47.74098,10557213,5169,4.4,0.878,14.526,0.066,23162.31,1.294,0.6973,0.004543577
299.05878,47.76091,10556443,6243,4.57,1.1849,13.218,0.112,1027.88,0.494,0.3161,0.008473294
298.3186,47.72732,10553803,5477,4.54,0.9586,14.125,0.038,8862.76,1.123,0.6622,0.0026902655
297.72192,47.73966,10551707,6310,4.31,1.2078,5.431,0.023,3559.95,1.171,0.6611,0.0042349475
291.71954,47.77156,10534721,5735,4.54,1.0292,21.806,0.402,2066.88,0.427,0.2952,0.018435293
289.50162,47.76058,10529379,5654,4.34,1.0066,19.058,0.516,2512.4,0.529,0.3981,0.027075244
289.39941,47.70484,10529155,6193,4.34,1.1683,7.054,0.187,408.17,0.466,0.3601,0.0265097817
288.82074,47.76279,10527954,5279,4.39,0.9065,21.853,0.339,4764.26,0.694,0.4752,0.0155127442
287.46176,47.7155,10525241,5488,4.45,0.9615,22.157,1.236,1652.54,0.705,0.4648,0.0557837252
285.78821,47.70842,10522264,6336,4.24,1.2168,4.472,0.023,5545.32,1.24,0.6865,0.0051431127
285.72153,47.799,10522136,5601,4.61,0.992,20.952,0.189,3551.16,0.456,0.3496,0.0090206186
283.47876,47.70315,10517972,5095,4.37,0.8588,18.837,0.167,5362.36,1.145,0.6459,0.0088655306
283.2124,47.71274,10517499,5361,4.51,0.9279,12.188,0.03,16735.7,1.157,0.6612,0.0024614375
282.70068,47.71703,10516589,4703,4.02,0.7561,18.622,0.019,22242.99,1.168,0.6821,0.0010202986
282.60239,47.78206,10516426,5356,4.28,0.9266,9.374,0.031,11014.49,1.121,0.6187,0.0033070194
282.29016,47.72579,10515934,4951,4.52,0.8215,12.175,0.25,8336.22,1.286,0.6937,0.0205338809
281.87573,47.78274,10515282,5403,4.31,0.939,17.261,0.176,9253.74,1.052,0.6249,0.0101963965
281.49048,47.70984,10514730,5672,4.63,1.0116,17.122,0.238,6907.82,1.046,0.5943,0.0139002453
281.18988,47.70017,10514291,4745,4.23,0.7674,34.641,0.763,1885.12,0.503,0.3309,0.022025923
299.17654,47.63593,10492540,5442,4.68,0.9493,16.566,0.027,8684.07,1.025,0.6228,0.0016298443
298.11301,47.64743,10488688,4770,4.49,0.774,41.337,2.704,859.14,0.482,0.263,0.065413552
